"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2289","CRM_LOGIN_TC_025 - Tick/Untick checkbox ""Remember me"" hoạt động đúng","firefox","2026-08-04","passed","2026-08-04","Login Module - Remember Me Checkbox","auth/login-remember-me.spec.ts","",""
"","4183","CRM_LOGIN_TC_021 - Password chứa ký tự Unicode/Emoji","webkit","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","4856","CRM_DASHBOARD_TC_029 - Widget Overview theo tab hiển thị đủ 5 tab, tab ""My Tasks"" active mặc định","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","5186","CRM_DASHBOARD_TC_038 - Click ""New To Do"" mở modal thêm To Do mới","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2422","CRM_LOGIN_TC_019 - Password chỉ chứa khoảng trắng (whitespace-only)","chromium","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","4567","CRM_DASHBOARD_TC_012 - Click icon Timers mở dropdown đúng nội dung","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4586","CRM_DASHBOARD_TC_012 - Click icon Timers mở dropdown đúng nội dung","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","5097","CRM_DASHBOARD_TC_015 - Click ""My Profile"" điều hướng đúng trang","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","7260","CRM_DASHBOARD_TC_037 - Widget ""My To Do Items"" hiển thị đủ 2 khối Latest to do's / Latest finished to do's","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","7047","CRM_DASHBOARD_TC_002 - Header hiển thị đầy đủ các thành phần chính","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4731","CRM_DASHBOARD_TC_027 - Dropdown chọn năm trong Finance Overview hiển thị đủ option và mặc định đúng năm hiện tại","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4934","CRM_DASHBOARD_TC_025 - Widget ""Finance Overview"" hiển thị đủ 3 khối overview đúng trạng thái","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","5042","CRM_DASHBOARD_TC_043 - Widget ""Staff Tickets Report"" và ""Tickets Chart"" tồn tại trong DOM ở trạng thái không dữ liệu","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4461","CRM_DASHBOARD_TC_037 - Widget ""My To Do Items"" hiển thị đủ 2 khối Latest to do's / Latest finished to do's","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2545","CRM_LOGIN_TC_017 - Email chứa mã SQL Injection nhằm bypass đăng nhập","webkit","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","5105","CRM_DASHBOARD_TC_036 - Widget ""Contracts Expiring Soon"" hiển thị đúng cột và link View All điều hướng đúng trang","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2220","CRM_LOGIN_TC_009 - Email thiếu phần domain sau ""@""","chromium","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","14171","CRM_DASHBOARD_TC_017 - Click các mục Sidebar không có submenu điều hướng đúng URL tương ứng","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","4677","CRM_DASHBOARD_TC_033 - Chuyển view Calendar (week/day/month) hoạt động đúng","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3982","CRM_LOGIN_TC_001 - đăng nhập thành công với Email và Password hợp lệ","chromium","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","2849","CRM_LOGIN_TC_019 - Password chỉ chứa khoảng trắng (whitespace-only)","firefox","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","2238","CRM_LOGIN_TC_025 - Tick/Untick checkbox ""Remember me"" hoạt động đúng","webkit","2026-08-04","passed","2026-08-04","Login Module - Remember Me Checkbox","auth/login-remember-me.spec.ts","",""
"","4600","CRM_DASHBOARD_TC_019 - Click ""Utilities"" trên Sidebar mở rộng submenu, không điều hướng ngay","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","7318","CRM_DASHBOARD_TC_036 - Widget ""Contracts Expiring Soon"" hiển thị đúng cột và link View All điều hướng đúng trang","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","5052","CRM_DASHBOARD_TC_024 - Đăng xuất từ Dashboard quay lại trang Login","firefox","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","6635","CRM_LOGIN_TC_001 - đăng nhập thành công với Email và Password hợp lệ","webkit","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","7774","CRM_DASHBOARD_TC_035 - Dropdown chế độ biểu đồ Payment Records chuyển đổi Weekly/Monthly đúng","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2465","CRM_LOGIN_TC_010 - Email có domain không hợp lệ (thiếu TLD)","chromium","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","4919","CRM_DASHBOARD_TC_020 - Click ""Reports"" trên Sidebar mở rộng submenu, không điều hướng ngay","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","4680","CRM_DASHBOARD_TC_044 - Widget ""Upcoming Events"" không hiển thị trên Dashboard với cấu hình hiện tại","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4773","CRM_DASHBOARD_TC_031 - Click ""View All"" trong tab My Tasks điều hướng đúng trang danh sách Task","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4889","CRM_DASHBOARD_TC_014 - Click avatar mở dropdown tài khoản đầy đủ các mục","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","2397","CRM_LOGIN_TC_022 - Ký tự Password được ẩn (mask) khi nhập","webkit","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","7280","CRM_DASHBOARD_TC_039 - Click ""View All"" trong widget My To Do Items điều hướng đúng trang","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2281","CRM_LOGIN_TC_013 - Email vượt quá độ dài thông thường (~300 ký tự)","chromium","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","4677","CRM_DASHBOARD_TC_024 - Đăng xuất từ Dashboard quay lại trang Login","chromium","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","4932","CRM_DASHBOARD_TC_030 - Click từng tab chuyển đúng nội dung panel tương ứng","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4723","CRM_DASHBOARD_TC_004 - Mục ""Dashboard"" trên Sidebar active khi ở trang chủ","firefox","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","4671","CRM_DASHBOARD_TC_023 - Nút ""Dashboard Options"" hiển thị và có thể click","chromium","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","2705","CRM_LOGIN_TC_018 - Password chứa mã SQL Injection nhằm bypass đăng nhập","firefox","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","5564","CRM_DASHBOARD_TC_009 - Click ""Task"" trong Quick Create mở modal, không điều hướng trang","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","2487","CRM_LOGIN_TC_005 - bỏ trống đồng thời cả Email và Password","chromium","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","4836","CRM_DASHBOARD_TC_029 - Widget Overview theo tab hiển thị đủ 5 tab, tab ""My Tasks"" active mặc định","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2647","CRM_LOGIN_TC_011 - Email chứa nhiều ký tự ""@""","firefox","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","4425","CRM_DASHBOARD_TC_041 - Widget ""Projects Chart"" hiển thị đúng tiêu đề và render biểu đồ","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","7092","CRM_DASHBOARD_TC_043 - Widget ""Staff Tickets Report"" và ""Tickets Chart"" tồn tại trong DOM ở trạng thái không dữ liệu","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2016","CRM_LOGIN_TC_016 - Email chứa mã XSS injection","chromium","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","2297","CRM_LOGIN_TC_012 - Email chứa ký tự đặc biệt không hợp lệ trước ""@""","webkit","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","7247","CRM_DASHBOARD_TC_001 - Đăng nhập thành công hiển thị đúng trang Dashboard","webkit","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","5005","CRM_DASHBOARD_TC_033 - Chuyển view Calendar (week/day/month) hoạt động đúng","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","7552","CRM_DASHBOARD_TC_040 - Widget ""Leads Chart"" hiển thị đúng tiêu đề và render biểu đồ","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4498","CRM_LOGIN_TC_015 - Email không phân biệt chữ hoa/thường","firefox","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","2475","CRM_LOGIN_TC_006 - Email đúng định dạng nhưng không tồn tại trong hệ thống","chromium","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","5087","CRM_DASHBOARD_TC_008 - Click ""Customer"" trong Quick Create điều hướng đúng trang tạo mới","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","7164","CRM_DASHBOARD_TC_005 - Ô tìm kiếm trên Header hiển thị đúng placeholder","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","3810","CRM_LOGIN_TC_004 - bỏ trống trường Password khi Email hợp lệ","webkit","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","2309","CRM_LOGIN_TC_025 - Tick/Untick checkbox ""Remember me"" hoạt động đúng","chromium","2026-08-04","passed","2026-08-04","Login Module - Remember Me Checkbox","auth/login-remember-me.spec.ts","",""
"","4964","CRM_DASHBOARD_TC_032 - Widget Calendar hiển thị đúng tháng/năm hiện tại và đủ 7 cột thứ","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4347","CRM_DASHBOARD_TC_044 - Widget ""Upcoming Events"" không hiển thị trên Dashboard với cấu hình hiện tại","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3853","CRM_LOGIN_TC_003 - bỏ trống trường Email khi Password hợp lệ","webkit","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","5325","CRM_DASHBOARD_TC_002 - Header hiển thị đầy đủ các thành phần chính","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","2299","CRM_LOGIN_TC_022 - Ký tự Password được ẩn (mask) khi nhập","firefox","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","4082","CRM_LOGIN_TC_007 - Email tồn tại nhưng sai Password","webkit","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","2736","CRM_LOGIN_TC_006 - Email đúng định dạng nhưng không tồn tại trong hệ thống","firefox","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","8990","CRM_DASHBOARD_TC_009 - Click ""Task"" trong Quick Create mở modal, không điều hướng trang","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4606","CRM_DASHBOARD_TC_018 - Click ""Sales"" trên Sidebar mở rộng submenu, không điều hướng ngay","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","4464","CRM_DASHBOARD_TC_004 - Mục ""Dashboard"" trên Sidebar active khi ở trang chủ","chromium","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","4830","CRM_DASHBOARD_TC_020 - Click ""Reports"" trên Sidebar mở rộng submenu, không điều hướng ngay","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","4685","CRM_DASHBOARD_TC_040 - Widget ""Leads Chart"" hiển thị đúng tiêu đề và render biểu đồ","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","7619","CRM_LOGIN_TC_013 - Email vượt quá độ dài thông thường (~300 ký tự)","firefox","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","7518","CRM_DASHBOARD_TC_041 - Widget ""Projects Chart"" hiển thị đúng tiêu đề và render biểu đồ","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","7551","CRM_DASHBOARD_TC_022 - Progress bar trong Quick Statistics có giá trị phần trăm hợp lệ","webkit","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","4595","CRM_DASHBOARD_TC_002 - Header hiển thị đầy đủ các thành phần chính","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","7882","CRM_DASHBOARD_TC_014 - Click avatar mở dropdown tài khoản đầy đủ các mục","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","5437","CRM_DASHBOARD_TC_021 - Widget ""Quick Statistics"" hiển thị đủ 4 chỉ số","firefox","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","25911","CRM_DASHBOARD_TC_017 - Click các mục Sidebar không có submenu điều hướng đúng URL tương ứng","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
