"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10931","CRM_DASHBOARD_TC_035 - Dropdown chế độ biểu đồ Payment Records chuyển đổi Weekly/Monthly đúng","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4374","CRM_LOGIN_TC_020 - Password có độ dài rất lớn (~500 ký tự)","webkit","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","9961","CRM_DASHBOARD_TC_006 - Click mở dropdown Quick Create hiển thị đủ danh sách shortcut","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","3123","CRM_LOGIN_TC_006 - Email đúng định dạng nhưng không tồn tại trong hệ thống","chromium","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","10776","CRM_DASHBOARD_TC_033 - Chuyển view Calendar (week/day/month) hoạt động đúng","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","8765","CRM_DASHBOARD_TC_034 - Widget ""Payment Records"" hiển thị đúng tiêu đề và link Full Report điều hướng đúng trang","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4875","CRM_LOGIN_TC_003 - bỏ trống trường Email khi Password hợp lệ","webkit","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","10224","CRM_DASHBOARD_TC_041 - Widget ""Projects Chart"" hiển thị đúng tiêu đề và render biểu đồ","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6388","CRM_DASHBOARD_TC_008 - Click ""Customer"" trong Quick Create điều hướng đúng trang tạo mới","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","9766","CRM_DASHBOARD_TC_024 - Đăng xuất từ Dashboard quay lại trang Login","webkit","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","9962","CRM_DASHBOARD_TC_014 - Click avatar mở dropdown tài khoản đầy đủ các mục","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","3033","CRM_LOGIN_TC_004 - bỏ trống trường Password khi Email hợp lệ","chromium","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","3090","CRM_LOGIN_TC_023 - Dán (paste) giá trị vào trường Password","firefox","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","10169","CRM_DASHBOARD_TC_028 - Chọn thêm năm trong Finance Overview vẫn hiển thị đúng định dạng tiền tệ","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2970","CRM_LOGIN_TC_026 - Click liên kết ""Forgot Password?"" điều hướng đúng trang","chromium","2026-08-05","passed","2026-08-05","Login Module - Navigation","auth/login-navigation.spec.ts","",""
"","8557","CRM_DASHBOARD_TC_021 - Widget ""Quick Statistics"" hiển thị đủ 4 chỉ số","webkit","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","3085","CRM_LOGIN_TC_013 - Email vượt quá độ dài thông thường (~300 ký tự)","chromium","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","4998","CRM_LOGIN_TC_006 - Email đúng định dạng nhưng không tồn tại trong hệ thống","webkit","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","5977","CRM_DASHBOARD_TC_015 - Click ""My Profile"" điều hướng đúng trang","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","5764","CRM_DASHBOARD_TC_027 - Dropdown chọn năm trong Finance Overview hiển thị đủ option và mặc định đúng năm hiện tại","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4796","CRM_LOGIN_TC_005 - bỏ trống đồng thời cả Email và Password","webkit","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","9020","CRM_DASHBOARD_TC_026 - Click trạng thái ""Unpaid"" trong Invoice overview điều hướng đúng URL filter","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6049","CRM_DASHBOARD_TC_003 - Sidebar hiển thị đầy đủ các menu cấp 1","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","8593","CRM_LOGIN_TC_001 - đăng nhập thành công với Email và Password hợp lệ","webkit","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","5867","CRM_DASHBOARD_TC_029 - Widget Overview theo tab hiển thị đủ 5 tab, tab ""My Tasks"" active mặc định","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4016","CRM_LOGIN_TC_010 - Email có domain không hợp lệ (thiếu TLD)","firefox","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","8964","CRM_DASHBOARD_TC_029 - Widget Overview theo tab hiển thị đủ 5 tab, tab ""My Tasks"" active mặc định","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3315","CRM_LOGIN_TC_021 - Password chứa ký tự Unicode/Emoji","chromium","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","5467","CRM_LOGIN_TC_001 - đăng nhập thành công với Email và Password hợp lệ","chromium","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","9982","CRM_DASHBOARD_TC_012 - Click icon Timers mở dropdown đúng nội dung","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","3270","CRM_LOGIN_TC_018 - Password chứa mã SQL Injection nhằm bypass đăng nhập","chromium","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","5088","CRM_LOGIN_TC_021 - Password chứa ký tự Unicode/Emoji","webkit","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","3565","CRM_LOGIN_TC_013 - Email vượt quá độ dài thông thường (~300 ký tự)","firefox","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","6438","CRM_DASHBOARD_TC_004 - Mục ""Dashboard"" trên Sidebar active khi ở trang chủ","firefox","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","9812","CRM_DASHBOARD_TC_008 - Click ""Customer"" trong Quick Create điều hướng đúng trang tạo mới","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","10546","CRM_DASHBOARD_TC_015 - Click ""My Profile"" điều hướng đúng trang","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","9531","CRM_DASHBOARD_TC_022 - Progress bar trong Quick Statistics có giá trị phần trăm hợp lệ","webkit","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","6223","CRM_DASHBOARD_TC_041 - Widget ""Projects Chart"" hiển thị đúng tiêu đề và render biểu đồ","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","5488","CRM_DASHBOARD_TC_037 - Widget ""My To Do Items"" hiển thị đủ 2 khối Latest to do's / Latest finished to do's","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6211","CRM_DASHBOARD_TC_019 - Click ""Utilities"" trên Sidebar mở rộng submenu, không điều hướng ngay","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","6881","CRM_DASHBOARD_TC_007 - Click ""Invoice"" trong Quick Create điều hướng đúng trang tạo mới","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","6259","CRM_DASHBOARD_TC_043 - Widget ""Staff Tickets Report"" và ""Tickets Chart"" tồn tại trong DOM ở trạng thái không dữ liệu","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3328","CRM_LOGIN_TC_020 - Password có độ dài rất lớn (~500 ký tự)","firefox","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","6022","CRM_DASHBOARD_TC_016 - Submenu ""Language"" hiển thị đủ ngôn ngữ, English đang active","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","5657","CRM_DASHBOARD_TC_004 - Mục ""Dashboard"" trên Sidebar active khi ở trang chủ","chromium","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","8777","CRM_LOGIN_TC_008 - Email thiếu ký tự ""@""","webkit","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","2932","CRM_LOGIN_TC_012 - Email chứa ký tự đặc biệt không hợp lệ trước ""@""","webkit","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","5682","CRM_DASHBOARD_TC_003 - Sidebar hiển thị đầy đủ các menu cấp 1","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","5916","CRM_DASHBOARD_TC_031 - Click ""View All"" trong tab My Tasks điều hướng đúng trang danh sách Task","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","5103","CRM_LOGIN_TC_007 - Email tồn tại nhưng sai Password","webkit","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","2852","CRM_LOGIN_TC_009 - Email thiếu phần domain sau ""@""","chromium","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","6594","CRM_DASHBOARD_TC_040 - Widget ""Leads Chart"" hiển thị đúng tiêu đề và render biểu đồ","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3410","CRM_LOGIN_TC_003 - bỏ trống trường Email khi Password hợp lệ","firefox","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","5731","CRM_DASHBOARD_TC_022 - Progress bar trong Quick Statistics có giá trị phần trăm hợp lệ","firefox","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","2639","CRM_LOGIN_TC_024 - Checkbox ""Remember me"" mặc định không được chọn khi tải trang","chromium","2026-08-05","passed","2026-08-05","Login Module - Remember Me Checkbox","auth/login-remember-me.spec.ts","",""
"","6494","CRM_DASHBOARD_TC_039 - Click ""View All"" trong widget My To Do Items điều hướng đúng trang","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","8518","CRM_LOGIN_TC_015 - Email không phân biệt chữ hoa/thường","webkit","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","6716","CRM_LOGIN_TC_008 - Email thiếu ký tự ""@""","chromium","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","3615","CRM_LOGIN_TC_007 - Email tồn tại nhưng sai Password","firefox","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","2699","CRM_LOGIN_TC_022 - Ký tự Password được ẩn (mask) khi nhập","chromium","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","2664","CRM_LOGIN_TC_023 - Dán (paste) giá trị vào trường Password","chromium","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","5895","CRM_DASHBOARD_TC_034 - Widget ""Payment Records"" hiển thị đúng tiêu đề và link Full Report điều hướng đúng trang","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6407","CRM_DASHBOARD_TC_025 - Widget ""Finance Overview"" hiển thị đủ 3 khối overview đúng trạng thái","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3182","CRM_LOGIN_TC_011 - Email chứa nhiều ký tự ""@""","firefox","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","6364","CRM_DASHBOARD_TC_027 - Dropdown chọn năm trong Finance Overview hiển thị đủ option và mặc định đúng năm hiện tại","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2762","CRM_LOGIN_TC_017 - Email chứa mã SQL Injection nhằm bypass đăng nhập","chromium","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","3072","CRM_LOGIN_TC_003 - bỏ trống trường Email khi Password hợp lệ","chromium","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","8892","CRM_DASHBOARD_TC_032 - Widget Calendar hiển thị đúng tháng/năm hiện tại và đủ 7 cột thứ","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6084","CRM_DASHBOARD_TC_005 - Ô tìm kiếm trên Header hiển thị đúng placeholder","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","3029","CRM_LOGIN_TC_010 - Email có domain không hợp lệ (thiếu TLD)","chromium","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","5542","CRM_LOGIN_TC_015 - Email không phân biệt chữ hoa/thường","firefox","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","6346","CRM_DASHBOARD_TC_030 - Click từng tab chuyển đúng nội dung panel tương ứng","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6132","CRM_DASHBOARD_TC_012 - Click icon Timers mở dropdown đúng nội dung","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","5475","CRM_LOGIN_TC_001 - đăng nhập thành công với Email và Password hợp lệ","firefox","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","6265","CRM_DASHBOARD_TC_028 - Chọn thêm năm trong Finance Overview vẫn hiển thị đúng định dạng tiền tệ","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","11232","CRM_DASHBOARD_TC_038 - Click ""New To Do"" mở modal thêm To Do mới","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3315","CRM_LOGIN_TC_007 - Email tồn tại nhưng sai Password","chromium","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","6167","CRM_DASHBOARD_TC_010 - Click icon Todo trên Header điều hướng đúng trang","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
